DataSupplier,DataSet,Commodity,Species,SpeciesType,SACN,Volume,Units,CalendarYear,TemporalResolution,Flag,FlagDescription
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Horse mackerel,Marine,Oily,7268122000,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Horse mackerel,Marine,Oily,617240000,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Jellyfish,Miscellaneous,Other,188000,Grams,2009,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Jellyfish,Miscellaneous,Other,18536000,Grams,2009,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Jellyfish,Miscellaneous,Other,128000,Grams,2010,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Jellyfish,Miscellaneous,Other,16733000,Grams,2010,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Jellyfish,Miscellaneous,Other,1101000,Grams,2011,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Jellyfish,Miscellaneous,Other,23853000,Grams,2011,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Jellyfish,Miscellaneous,Other,23061000,Grams,2012,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Jellyfish,Miscellaneous,Other,54385000,Grams,2012,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Jellyfish,Miscellaneous,Other,1426000,Grams,2013,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Jellyfish,Miscellaneous,Other,93606000,Grams,2013,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Jellyfish,Miscellaneous,Other,880000,Grams,2014,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Jellyfish,Miscellaneous,Other,63776000,Grams,2014,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Jellyfish,Miscellaneous,Other,4995000,Grams,2015,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Jellyfish,Miscellaneous,Other,36570000,Grams,2015,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Jellyfish,Miscellaneous,Other,2349000,Grams,2016,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Jellyfish,Miscellaneous,Other,56374000,Grams,2016,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Jellyfish,Miscellaneous,Other,1959000,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Jellyfish,Miscellaneous,Other,43700000,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Jellyfish,Miscellaneous,Other,1228000,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Jellyfish,Miscellaneous,Other,57233000,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Jellyfish,Miscellaneous,Other,1023000,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Jellyfish,Miscellaneous,Other,40953000,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Jellyfish,Miscellaneous,Other,392000,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Jellyfish,Miscellaneous,Other,44016000,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Ling,Marine,Lean,2090279000,Grams,2009,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Ling,Marine,Lean,2714739000,Grams,2009,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Ling,Marine,Lean,3022082000,Grams,2010,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Ling,Marine,Lean,2650598000,Grams,2010,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Ling,Marine,Lean,2688041000,Grams,2011,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Ling,Marine,Lean,1964871000,Grams,2011,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Ling,Marine,Lean,2263426000,Grams,2012,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Ling,Marine,Lean,1311119000,Grams,2012,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Ling,Marine,Lean,2580693000,Grams,2013,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Ling,Marine,Lean,1105158000,Grams,2013,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Ling,Marine,Lean,2209139000,Grams,2014,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Ling,Marine,Lean,1137422000,Grams,2014,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Ling,Marine,Lean,2009368000,Grams,2015,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Ling,Marine,Lean,892024000,Grams,2015,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Ling,Marine,Lean,2061097000,Grams,2016,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Ling,Marine,Lean,1237902000,Grams,2016,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Ling,Marine,Lean,2171606000,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Ling,Marine,Lean,903790000,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Ling,Marine,Lean,1762101000,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Ling,Marine,Lean,860136000,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Ling,Marine,Lean,1734388000,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Ling,Marine,Lean,386849000,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Ling,Marine,Lean,1937306000,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Ling,Marine,Lean,728801000,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Lobster,Crustaceans,Shellfish,1972662000,Grams,2009,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Lobster,Crustaceans,Shellfish,1822597000,Grams,2009,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Lobster,Crustaceans,Shellfish,2042723000,Grams,2010,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Lobster,Crustaceans,Shellfish,1230184000,Grams,2010,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Lobster,Crustaceans,Shellfish,2303390000,Grams,2011,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Lobster,Crustaceans,Shellfish,1226073000,Grams,2011,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Lobster,Crustaceans,Shellfish,2631901000,Grams,2012,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Lobster,Crustaceans,Shellfish,1291380000,Grams,2012,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Lobster,Crustaceans,Shellfish,3132228000,Grams,2013,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Lobster,Crustaceans,Shellfish,1719960000,Grams,2013,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Lobster,Crustaceans,Shellfish,3516886000,Grams,2014,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Lobster,Crustaceans,Shellfish,2120857000,Grams,2014,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Lobster,Crustaceans,Shellfish,2954679000,Grams,2015,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Lobster,Crustaceans,Shellfish,2734781000,Grams,2015,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Lobster,Crustaceans,Shellfish,3643329000,Grams,2016,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Lobster,Crustaceans,Shellfish,2481148000,Grams,2016,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Lobster,Crustaceans,Shellfish,2399552000,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Lobster,Crustaceans,Shellfish,1886384000,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Lobster,Crustaceans,Shellfish,1997270000,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Lobster,Crustaceans,Shellfish,1715045000,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Lobster,Crustaceans,Shellfish,2097575000,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Lobster,Crustaceans,Shellfish,1684891000,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Lobster,Crustaceans,Shellfish,1995113000,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Lobster,Crustaceans,Shellfish,1022428000,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Mackerel,Marine,Oily,1.02E+11,Grams,2009,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Mackerel,Marine,Oily,30741533000,Grams,2009,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Mackerel,Marine,Oily,1.12E+11,Grams,2010,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Mackerel,Marine,Oily,41832679000,Grams,2010,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Mackerel,Marine,Oily,77056983000,Grams,2011,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Mackerel,Marine,Oily,29986375000,Grams,2011,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Mackerel,Marine,Oily,74114792000,Grams,2012,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Mackerel,Marine,Oily,47720094000,Grams,2012,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Mackerel,Marine,Oily,80038590000,Grams,2013,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Mackerel,Marine,Oily,27876901000,Grams,2013,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Mackerel,Marine,Oily,1.19E+11,Grams,2014,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Mackerel,Marine,Oily,31189581000,Grams,2014,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Mackerel,Marine,Oily,79029280000,Grams,2015,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Mackerel,Marine,Oily,17754223000,Grams,2015,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Mackerel,Marine,Oily,81130443000,Grams,2016,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Mackerel,Marine,Oily,17917907000,Grams,2016,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Mackerel,Marine,Oily,76520360000,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Mackerel,Marine,Oily,21554272000,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Mackerel,Marine,Oily,66128424000,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Mackerel,Marine,Oily,13355912000,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Mackerel,Marine,Oily,60720303000,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Mackerel,Marine,Oily,18888618000,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Mackerel,Marine,Oily,69399342000,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Mackerel,Marine,Oily,13677890000,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Megrim,Marine,Lean,3567721000,Grams,2009,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Megrim,Marine,Lean,102113000,Grams,2009,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Megrim,Marine,Lean,3195776000,Grams,2010,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Megrim,Marine,Lean,53850000,Grams,2010,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Megrim,Marine,Lean,2921179000,Grams,2011,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Megrim,Marine,Lean,40026000,Grams,2011,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Megrim,Marine,Lean,3110152000,Grams,2012,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Megrim,Marine,Lean,41459000,Grams,2012,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Megrim,Marine,Lean,3706919000,Grams,2013,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Megrim,Marine,Lean,37378000,Grams,2013,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Megrim,Marine,Lean,3489549000,Grams,2014,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Megrim,Marine,Lean,77068000,Grams,2014,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Megrim,Marine,Lean,3254588000,Grams,2015,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Megrim,Marine,Lean,78381000,Grams,2015,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Megrim,Marine,Lean,3435193000,Grams,2016,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Megrim,Marine,Lean,126219000,Grams,2016,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Megrim,Marine,Lean,3577483000,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Megrim,Marine,Lean,120224000,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Megrim,Marine,Lean,3718129000,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Megrim,Marine,Lean,99510000,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Megrim,Marine,Lean,3781196000,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Megrim,Marine,Lean,20305000,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Megrim,Marine,Lean,3748196000,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Megrim,Marine,Lean,45431000,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Monkfish,Marine,Lean,3923529000,Grams,2009,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Monkfish,Marine,Lean,2793031000,Grams,2009,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Monkfish,Marine,Lean,4274728000,Grams,2010,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Monkfish,Marine,Lean,3145405000,Grams,2010,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Monkfish,Marine,Lean,3755729000,Grams,2011,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Monkfish,Marine,Lean,2543359000,Grams,2011,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Monkfish,Marine,Lean,2375015000,Grams,2012,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Monkfish,Marine,Lean,2428083000,Grams,2012,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
HMRC,HMRC Overseas Trade data table - UK Trade Info,Exports,Monkfish,Marine,Lean,2307938000,Grams,2013,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
