DataSupplier,DataSet,Commodity,Species,SpeciesType,SACN,Volume,Units,CalendarYear,TemporalResolution,Flag,FlagDescription
HMRC,HMRC Overseas Trade data table - UK Trade Info,Imports,Whiting,Marine,Lean,773308000,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Seabass,Marine,Lean,220532800,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Brill,Marine,Lean,203314140,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Cod,Marine,Lean,19211383550,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Dogfish,Marine,Lean,766339350,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Gurnard,Marine,Lean,1067781550,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Haddock,Marine,Lean,17120695200,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Hake,Marine,Lean,7363379200,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Halibut,Marine,Oily,92720700,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Ling,Marine,Lean,2845428000,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Megrim,Marine,Lean,2081279925,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Monkfish,Marine,Lean,10059711950,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Plaice,Marine,Lean,7954860420,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Pollock,Marine,Lean,938455200,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Coley,Marine,Lean,5914864650,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Sandeel,Marine,Oily,1732097952,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Skate,Marine,Lean,1347660450,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Sole,Marine,Lean,828619200,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Turbot,Marine,Lean,415357380,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Whiting,Marine,Lean,5183909050,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Witch,Marine,Lean,568187640,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Other marine fish,Marine,Lean,2936892500,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Herring,Marine,Oily,49597288059,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Horse mackerel,Marine,Oily,2329522850,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Mackerel,Marine,Oily,97589606863,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Sardine,Marine,Oily,3951021724,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Other marine fish,Marine,Oily,2196598350,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Cockle,Molluscs,Shellfish,1800801870,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Crab,Crustaceans,Shellfish,16342306245,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Cuttlefish,Molluscs,Other,5654211040,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Lobster,Crustaceans,Shellfish,1570704930,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Mussel,Molluscs,Shellfish,206250360,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Nephrops,Crustaceans,Shellfish,13894568550,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Scallop,Molluscs,Shellfish,9780590340,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Prawn,Crustaceans,Shellfish,264804975,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Squid,Molluscs,Other,6753559280,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Whelk,Molluscs,Shellfish,6551427480,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Other molluscs,Molluscs,Shellfish,758661705,Grams,2017,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Seabass,Marine,Lean,217385250,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Brill,Marine,Lean,190220535,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Cod,Marine,Lean,17275627900,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Dogfish,Marine,Lean,1051657500,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Gurnard,Marine,Lean,1080846450,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Haddock,Marine,Lean,17829564950,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Hake,Marine,Lean,6333133400,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Halibut,Marine,Oily,111889350,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Ling,Marine,Lean,2882574900,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Megrim,Marine,Lean,2223729450,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Monkfish,Marine,Lean,9333199100,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Plaice,Marine,Lean,5569511490,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Pollock,Marine,Lean,871463900,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Coley,Marine,Lean,8000157650,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Sandeel,Marine,Oily,968959316,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Skate,Marine,Lean,1664280400,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Sole,Marine,Lean,835533315,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Turbot,Marine,Lean,355521420,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Whiting,Marine,Lean,5887532200,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Witch,Marine,Lean,690544980,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Other marine fish,Marine,Lean,2869717200,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Herring,Marine,Oily,60865199450,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Horse mackerel,Marine,Oily,3078485455,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Mackerel,Marine,Oily,82085508244,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Sardine,Marine,Oily,4264917280,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Other marine fish,Marine,Oily,1491758950,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Cockle,Molluscs,Shellfish,2419351440,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Crab,Crustaceans,Shellfish,16242346890,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Cuttlefish,Molluscs,Other,3182892640,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Lobster,Crustaceans,Shellfish,1442361105,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Mussel,Molluscs,Shellfish,129082080,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Nephrops,Crustaceans,Shellfish,11625852330,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Scallop,Molluscs,Shellfish,8764028580,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Prawn,Crustaceans,Shellfish,1085718240,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Squid,Molluscs,Other,6251622080,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Whelk,Molluscs,Shellfish,5922820200,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Other molluscs,Molluscs,Shellfish,681233940,Grams,2018,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Seabass,Marine,Lean,206085050,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Brill,Marine,Lean,195406920,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Cod,Marine,Lean,14499718400,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Dogfish,Marine,Lean,1011026100,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Gurnard,Marine,Lean,1295175650,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Haddock,Marine,Lean,16876212000,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Hake,Marine,Lean,5572880500,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Halibut,Marine,Oily,112993515,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Ling,Marine,Lean,2936932250,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Megrim,Marine,Lean,2114719290,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Monkfish,Marine,Lean,8833539800,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Plaice,Marine,Lean,4394547180,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Pollock,Marine,Lean,766922050,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Coley,Marine,Lean,7646355500,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Sandeel,Marine,Oily,554727992,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Skate,Marine,Lean,1736802600,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Sole,Marine,Lean,810039780,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Turbot,Marine,Lean,360048105,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Whiting,Marine,Lean,6442532050,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Witch,Marine,Lean,565949160,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Other marine fish,Marine,Lean,3194837900,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Herring,Marine,Oily,44520676129,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Horse mackerel,Marine,Oily,4447817531,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Mackerel,Marine,Oily,65423159346,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Sardine,Marine,Oily,3667695044,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Other marine fish,Marine,Oily,2578839800,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Cockle,Molluscs,Shellfish,2865001920,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Crab,Crustaceans,Shellfish,15746350815,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Cuttlefish,Molluscs,Other,3942502640,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Lobster,Crustaceans,Shellfish,1507687830,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Mussel,Molluscs,Shellfish,31309800,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Nephrops,Crustaceans,Shellfish,15533775045,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Scallop,Molluscs,Shellfish,8753772810,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Prawn,Crustaceans,Shellfish,313214670,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Squid,Molluscs,Other,5788471120,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Whelk,Molluscs,Shellfish,6100816680,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Other molluscs,Molluscs,Shellfish,859974345,Grams,2019,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Seabass,Marine,Lean,262431550,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Brill,Marine,Lean,174185865,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Cod,Marine,Lean,12374935600,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Dogfish,Marine,Lean,932126400,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Gurnard,Marine,Lean,1102070050,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Haddock,Marine,Lean,14426858550,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Hake,Marine,Lean,4096992300,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Halibut,Marine,Oily,91093905,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Ling,Marine,Lean,2477650650,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Megrim,Marine,Lean,2136845655,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Monkfish,Marine,Lean,8956452600,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Plaice,Marine,Lean,3277583550,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Pollock,Marine,Lean,804512800,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Coley,Marine,Lean,6130728650,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Sandeel,Marine,Oily,2028718432,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Skate,Marine,Lean,1425650700,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Sole,Marine,Lean,964178235,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Turbot,Marine,Lean,326573595,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Whiting,Marine,Lean,6620700050,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Witch,Marine,Lean,474927975,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Other marine fish,Marine,Lean,3104435300,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Herring,Marine,Oily,45218411486,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Horse mackerel,Marine,Oily,3237115078,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Mackerel,Marine,Oily,87851662173,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Sardine,Marine,Oily,4943429348,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Other marine fish,Marine,Oily,2477318150,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Cockle,Molluscs,Shellfish,2731298460,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Crab,Crustaceans,Shellfish,12201243435,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Cuttlefish,Molluscs,Other,3251830560,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Lobster,Crustaceans,Shellfish,1293944805,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Mussel,Molluscs,Shellfish,NA,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Nephrops,Crustaceans,Shellfish,10609261425,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Scallop,Molluscs,Shellfish,7522036620,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Prawn,Crustaceans,Shellfish,562515660,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Squid,Molluscs,Other,3479812400,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
MMO,Sea Fisheries Statistics,Production,Whelk,Molluscs,Shellfish,6638253030,Grams,2020,Annual,ConV1,"ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
