Species,CalendarYear,SpeciesType,SACN,Imports,Exports,Consumption,Production,Purchases,UKPOP,Protein_g100g,Omega3_DHAEPA_g100g,VitaminA_ľg100g,VitaminD_ľg100g,VitaminB12_ľg100g,Zinc_mg100g,Iron_mg100g,Calcium_mg100g,Selenium_ľg100g,Iodine_ľg100g
Pollock,2010,Marine,Lean,18899003000,1751865000,NA,1002089700,NA,62759500,16.4,0.133732218,NA,NA,2.32,0.39,0.18,12,27,56
Pollock,2009,Marine,Lean,19938890000,1024195000,NA,1090622800,NA,62260500,16.4,0.133732218,NA,NA,2.32,0.39,0.18,12,27,56
Pollock,2013,Marine,Lean,37580040000,3782709000,NA,1128249800,NA,64105700,16.4,0.133732218,NA,NA,2.32,0.39,0.18,12,27,56
Pollock,2020,Marine,Lean,32330651000,2383023000,NA,804512800,NA,67081000,16.4,0.133732218,NA,NA,2.32,0.39,0.18,12,27,56
Pollock,2012,Marine,Lean,30302596000,2857370000,NA,1115868850,NA,63705000,16.4,0.133732218,NA,NA,2.32,0.39,0.18,12,27,56
Pollock,2011,Marine,Lean,27438091000,1625389000,NA,1154571400,NA,63285100,16.4,0.133732218,NA,NA,2.32,0.39,0.18,12,27,56
Pollock,2017,Marine,Lean,26071459000,1861740000,NA,938455200,NA,66040200,16.4,0.133732218,NA,NA,2.32,0.39,0.18,12,27,56
Pollock,2019,Marine,Lean,31460973000,2007684000,NA,766922050,NA,66796800,16.4,0.133732218,NA,NA,2.32,0.39,0.18,12,27,56
Pollock,2018,Marine,Lean,30291171000,2140479000,NA,871463900,NA,66435600,16.4,0.133732218,NA,NA,2.32,0.39,0.18,12,27,56
Pollock,2016,Marine,Lean,26439873000,1732068000,NA,1162243100,NA,65648100,16.4,0.133732218,NA,NA,2.32,0.39,0.18,12,27,56
Pollock,2015,Marine,Lean,24852254000,3035778000,NA,1069092550,NA,65110000,16.4,0.133732218,NA,NA,2.32,0.39,0.18,12,27,56
Prawn,2011,Crustaceans,Shellfish,1.49E+11,25360942000,24391413266,200106945,NA,63285100,17.6,0.115148536,NA,NA,1.26,1.16,0.7,44,34,5
Prawn,2016,Crustaceans,Shellfish,1.25E+11,20555247000,27310048471,362815965,NA,65648100,17.6,0.115148536,NA,NA,1.26,1.16,0.7,44,34,5
Prawn,2018,Crustaceans,Shellfish,1.22E+11,20874253000,24102196290,1085718240,NA,66435600,17.6,0.115148536,NA,NA,1.26,1.16,0.7,44,34,5
Prawn,2013,Crustaceans,Shellfish,1.39E+11,27317248000,19169493090,393264405,NA,64105700,17.6,0.115148536,NA,NA,1.26,1.16,0.7,44,34,5
Prawn,2020,Crustaceans,Shellfish,1.19E+11,19540214000,16545839711,562515660,NA,67081000,17.6,0.115148536,NA,NA,1.26,1.16,0.7,44,34,5
Prawn,2015,Crustaceans,Shellfish,1.22E+11,19137720000,20484072148,147301785,NA,65110000,17.6,0.115148536,NA,NA,1.26,1.16,0.7,44,34,5
Prawn,2012,Crustaceans,Shellfish,1.40E+11,23120797000,27634205628,1007423325,NA,63705000,17.6,0.115148536,NA,NA,1.26,1.16,0.7,44,34,5
Prawn,2010,Crustaceans,Shellfish,1.41E+11,27295573000,27356869011,1699948665,NA,62759500,17.6,0.115148536,NA,NA,1.26,1.16,0.7,44,34,5
Prawn,2017,Crustaceans,Shellfish,1.23E+11,22364116000,26085094014,264804975,NA,66040200,17.6,0.115148536,NA,NA,1.26,1.16,0.7,44,34,5
Prawn,2014,Crustaceans,Shellfish,1.28E+11,22530394000,24159628200,277453260,NA,64596800,17.6,0.115148536,NA,NA,1.26,1.16,0.7,44,34,5
Prawn,2019,Crustaceans,Shellfish,1.17E+11,18214638000,31496372846,313214670,NA,66796800,17.6,0.115148536,NA,NA,1.26,1.16,0.7,44,34,5
Prawn,2009,Crustaceans,Shellfish,1.39E+11,26899476000,26328805097,493026570,NA,62260500,17.6,0.115148536,NA,NA,1.26,1.16,0.7,44,34,5
Redfish,2019,Marine,Lean,3300922000,399211000,NA,NA,NA,66796800,17.1,0.56,3,0,1,0.3,0.2,21,50,21
Redfish,2018,Marine,Lean,6180871000,470816000,NA,NA,NA,66435600,17.1,0.56,3,0,1,0.3,0.2,21,50,21
Redfish,2012,Marine,Lean,4250966000,1188031000,NA,NA,NA,63705000,17.1,0.56,3,0,1,0.3,0.2,21,50,21
Redfish,2016,Marine,Lean,6094061000,935989000,NA,NA,NA,65648100,17.1,0.56,3,0,1,0.3,0.2,21,50,21
Redfish,2017,Marine,Lean,6353675000,797951000,NA,NA,NA,66040200,17.1,0.56,3,0,1,0.3,0.2,21,50,21
Redfish,2010,Marine,Lean,5858374000,2032492000,NA,NA,NA,62759500,17.1,0.56,3,0,1,0.3,0.2,21,50,21
Redfish,2013,Marine,Lean,4393769000,771415000,NA,NA,NA,64105700,17.1,0.56,3,0,1,0.3,0.2,21,50,21
Redfish,2014,Marine,Lean,4987430000,919447000,NA,NA,NA,64596800,17.1,0.56,3,0,1,0.3,0.2,21,50,21
Redfish,2011,Marine,Lean,5047117000,1394069000,NA,NA,NA,63285100,17.1,0.56,3,0,1,0.3,0.2,21,50,21
Redfish,2015,Marine,Lean,4656678000,787159000,NA,NA,NA,65110000,17.1,0.56,3,0,1,0.3,0.2,21,50,21
Redfish,2020,Marine,Lean,4030811000,478701000,NA,NA,NA,67081000,17.1,0.56,3,0,1,0.3,0.2,21,50,21
Redfish,2009,Marine,Lean,7764899000,3180692000,NA,NA,NA,62260500,17.1,0.56,3,0,1,0.3,0.2,21,50,21
Salmon,2017,Diadromous,Oily,81527871000,1.15E+11,90926624568,95165050000,52354980811,66040200,19.9,1.15,26,7,5.3,0.4,0.3,7,19,4
Salmon,2009,Diadromous,Oily,67195709000,70034365000,63313303078,72331700000,54316970433,62260500,19.9,1.15,26,7,5.3,0.4,0.3,7,19,4
Salmon,2018,Diadromous,Oily,85796020000,99107525000,89655990011,78316445000,58969156808,66435600,19.9,1.15,26,7,5.3,0.4,0.3,7,19,4
Salmon,2011,Diadromous,Oily,70293281000,95973826000,56393264042,79157250000,48789147147,63285100,19.9,1.15,26,7,5.3,0.4,0.3,7,19,4
Salmon,2019,Diadromous,Oily,99477987000,1.24E+11,90056271455,1.02E+11,49071813376,66796800,19.9,1.15,26,7,5.3,0.4,0.3,7,19,4
Salmon,2015,Diadromous,Oily,78615281000,1.13E+11,82151072533,86088218500,57026691679,65110000,19.9,1.15,26,7,5.3,0.4,0.3,7,19,4
Salmon,2012,Diadromous,Oily,75249289000,1.00E+11,72452166447,81297618000,46242272532,63705000,19.9,1.15,26,7,5.3,0.4,0.3,7,19,4
Salmon,2014,Diadromous,Oily,86575515000,1.24E+11,75694791211,89712939000,54439721984,64596800,19.9,1.15,26,7,5.3,0.4,0.3,7,19,4
Salmon,2010,Diadromous,Oily,64613029000,82513413000,67165156595,77317200000,50421670208,62759500,19.9,1.15,26,7,5.3,0.4,0.3,7,19,4
Salmon,2020,Diadromous,Oily,89579785000,97352117000,1.21E+11,96318233500,49565709011,67081000,19.9,1.15,26,7,5.3,0.4,0.3,7,19,4
Salmon,2013,Diadromous,Oily,81423380000,1.12E+11,78299877648,81775717000,51782585063,64105700,19.9,1.15,26,7,5.3,0.4,0.3,7,19,4
Salmon,2016,Diadromous,Oily,93140433000,99461995000,93115400194,81584440000,54999908630,65648100,19.9,1.15,26,7,5.3,0.4,0.3,7,19,4
Sardine,2017,Marine,Oily,13698562000,7202336000,6372562308,3951021724,NA,66040200,19.8,1.115218619,10,3.95,8.31,0.71,1.55,50,51,79
Sardine,2016,Marine,Oily,13141922000,7184959000,6791330386,4883095828,NA,65648100,19.8,1.115218619,10,3.95,8.31,0.71,1.55,50,51,79
Sardine,2013,Marine,Oily,12728702000,4330778000,7163577068,2067860288,NA,64105700,19.8,1.115218619,10,3.95,8.31,0.71,1.55,50,51,79
Sardine,2015,Marine,Oily,12364920000,4392865000,6319417734,2239895892,NA,65110000,19.8,1.115218619,10,3.95,8.31,0.71,1.55,50,51,79
Sardine,2010,Marine,Oily,14673222000,22846685000,7397837167,12466615356,NA,62759500,19.8,1.115218619,10,3.95,8.31,0.71,1.55,50,51,79
Sardine,2009,Marine,Oily,12459294000,13577192000,7209568664,8120661224,NA,62260500,19.8,1.115218619,10,3.95,8.31,0.71,1.55,50,51,79
Sardine,2018,Marine,Oily,12181303000,9551067000,5301213546,4264917280,NA,66435600,19.8,1.115218619,10,3.95,8.31,0.71,1.55,50,51,79
Sardine,2020,Marine,Oily,14852304000,8079600000,14089835997,4943429348,NA,67081000,19.8,1.115218619,10,3.95,8.31,0.71,1.55,50,51,79
Sardine,2019,Marine,Oily,13149534000,6938626000,5433213810,3667695044,NA,66796800,19.8,1.115218619,10,3.95,8.31,0.71,1.55,50,51,79
Sardine,2014,Marine,Oily,12693117000,3863780000,6875388226,2024394788,NA,64596800,19.8,1.115218619,10,3.95,8.31,0.71,1.55,50,51,79
Sardine,2012,Marine,Oily,14225769000,8518403000,4897647778,4475242512,NA,63705000,19.8,1.115218619,10,3.95,8.31,0.71,1.55,50,51,79
Sardine,2011,Marine,Oily,11813939000,7670979000,5890395980,4950267608,NA,63285100,19.8,1.115218619,10,3.95,8.31,0.71,1.55,50,51,79
Scallop,2019,Molluscs,Shellfish,1144371000,6824124000,878331005,8754972810,NA,66796800,17.9,0.28,4,4.2,4,1.8,0.6,7,20,11
Scallop,2015,Molluscs,Shellfish,2170361000,11371826000,1651089504,12310342410,NA,65110000,17.9,0.28,4,4.2,4,1.8,0.6,7,20,11
Scallop,2009,Molluscs,Shellfish,3510812000,11505337000,1087241948,10345739670,NA,62260500,17.9,0.28,4,4.2,4,1.8,0.6,7,20,11
Scallop,2020,Molluscs,Shellfish,986395000,5730483000,2468202116,7522780620,NA,67081000,17.9,0.28,4,4.2,4,1.8,0.6,7,20,11
Scallop,2012,Molluscs,Shellfish,1547429000,13740340000,874349489,17420815830,NA,63705000,17.9,0.28,4,4.2,4,1.8,0.6,7,20,11
Scallop,2018,Molluscs,Shellfish,1153204000,7425520000,901077398,8765528580,NA,66435600,17.9,0.28,4,4.2,4,1.8,0.6,7,20,11
Scallop,2010,Molluscs,Shellfish,2147116000,13935617000,1291190225,13231028220,NA,62759500,17.9,0.28,4,4.2,4,1.8,0.6,7,20,11
Scallop,2017,Molluscs,Shellfish,1190968000,8109410000,298663246,9785690340,NA,66040200,17.9,0.28,4,4.2,4,1.8,0.6,7,20,11
Scallop,2011,Molluscs,Shellfish,2143982000,16188763000,1826523233,16572924270,NA,63285100,17.9,0.28,4,4.2,4,1.8,0.6,7,20,11
Scallop,2016,Molluscs,Shellfish,3497678000,12228531000,488413478,11669095920,NA,65648100,17.9,0.28,4,4.2,4,1.8,0.6,7,20,11
Scallop,2014,Molluscs,Shellfish,1933855000,10635356000,894873979,11768075400,NA,64596800,17.9,0.28,4,4.2,4,1.8,0.6,7,20,11
Scallop,2013,Molluscs,Shellfish,1857061000,11292569000,488692157,15021199680,NA,64105700,17.9,0.28,4,4.2,4,1.8,0.6,7,20,11
Seabass,2017,Marine,Lean,7822842000,260047000,10284211603,220532800,NA,66040200,20,1.200530335,34,NA,3.01,0.62,0.27,14,29,8
Seabass,2011,Marine,Lean,6776932000,457037000,2382782582,643301300,NA,63285100,20,1.200530335,34,NA,3.01,0.62,0.27,14,29,8
Seabass,2014,Marine,Lean,6068823000,364210000,5549704303,646372150,NA,64596800,20,1.200530335,34,NA,3.01,0.62,0.27,14,29,8
Seabass,2019,Marine,Lean,7538622000,298624000,6531722226,206085050,NA,66796800,20,1.200530335,34,NA,3.01,0.62,0.27,14,29,8
Seabass,2013,Marine,Lean,8941379000,377031000,4510628613,528826550,NA,64105700,20,1.200530335,34,NA,3.01,0.62,0.27,14,29,8
Seabass,2012,Marine,Lean,7695639000,484078000,4727395818,546158050,NA,63705000,20,1.200530335,34,NA,3.01,0.62,0.27,14,29,8
Seabass,2016,Marine,Lean,6828030000,329443000,3182922572,275472350,NA,65648100,20,1.200530335,34,NA,3.01,0.62,0.27,14,29,8
Seabass,2020,Marine,Lean,6627389000,253524000,17244505456,262431550,NA,67081000,20,1.200530335,34,NA,3.01,0.62,0.27,14,29,8
Seabass,2015,Marine,Lean,6579416000,343239000,4887839701,343702600,NA,65110000,20,1.200530335,34,NA,3.01,0.62,0.27,14,29,8
Seabass,2010,Marine,Lean,5731162000,324460000,5116036742,607433350,NA,62759500,20,1.200530335,34,NA,3.01,0.62,0.27,14,29,8
Seabass,2018,Marine,Lean,7260262000,273958000,8174982679,217385250,NA,66435600,20,1.200530335,34,NA,3.01,0.62,0.27,14,29,8
Seabass,2009,Marine,Lean,4847143000,217276000,3075341510,513222150,NA,62260500,20,1.200530335,34,NA,3.01,0.62,0.27,14,29,8
Skate,2014,Marine,Lean,NA,NA,1352923615,1376597500,NA,64596800,14,0.03,0,0,6,0.3,0.2,83,40,20
Skate,2018,Marine,Lean,NA,NA,NA,1664280400,NA,66435600,14,0.03,0,0,6,0.3,0.2,83,40,20
Skate,2009,Marine,Lean,NA,NA,769836330,1367537650,NA,62260500,14,0.03,0,0,6,0.3,0.2,83,40,20
Skate,2017,Marine,Lean,NA,NA,NA,1347660450,NA,66040200,14,0.03,0,0,6,0.3,0.2,83,40,20
Skate,2012,Marine,Lean,NA,NA,NA,1453594050,NA,63705000,14,0.03,0,0,6,0.3,0.2,83,40,20
Skate,2013,Marine,Lean,NA,NA,230662698,1480014000,NA,64105700,14,0.03,0,0,6,0.3,0.2,83,40,20
Skate,2011,Marine,Lean,NA,NA,NA,1517132250,NA,63285100,14,0.03,0,0,6,0.3,0.2,83,40,20
Skate,2020,Marine,Lean,NA,NA,522798117,1425650700,NA,67081000,14,0.03,0,0,6,0.3,0.2,83,40,20
Skate,2019,Marine,Lean,NA,NA,NA,1736802600,NA,66796800,14,0.03,0,0,6,0.3,0.2,83,40,20
Skate,2016,Marine,Lean,NA,NA,NA,1406553400,NA,65648100,14,0.03,0,0,6,0.3,0.2,83,40,20
Skate,2015,Marine,Lean,NA,NA,NA,1397351700,NA,65110000,14,0.03,0,0,6,0.3,0.2,83,40,20
Skate,2010,Marine,Lean,NA,NA,NA,1519682000,NA,62759500,14,0.03,0,0,6,0.3,0.2,83,40,20
Sole,2019,Marine,Lean,386364000,1096943000,NA,810039780,NA,66796800,16.7,0.094119247,NA,NA,1.01,0.31,0.12,17,50,23
Sole,2020,Marine,Lean,328824000,1508490000,NA,964178235,NA,67081000,16.7,0.094119247,NA,NA,1.01,0.31,0.12,17,50,23
Sole,2016,Marine,Lean,466301000,842789000,NA,896922990,NA,65648100,16.7,0.094119247,NA,NA,1.01,0.31,0.12,17,50,23
Sole,2018,Marine,Lean,305604000,1086499000,NA,835533315,NA,66435600,16.7,0.094119247,NA,NA,1.01,0.31,0.12,17,50,23
Sole,2009,Marine,Lean,332120000,1239859000,NA,1082529495,NA,62260500,16.7,0.094119247,NA,NA,1.01,0.31,0.12,17,50,23
Sole,2013,Marine,Lean,321659000,970957000,NA,1035097200,NA,64105700,16.7,0.094119247,NA,NA,1.01,0.31,0.12,17,50,23
Sole,2017,Marine,Lean,256853000,857737000,NA,828619200,NA,66040200,16.7,0.094119247,NA,NA,1.01,0.31,0.12,17,50,23
Sole,2015,Marine,Lean,374623000,611688000,NA,886248990,NA,65110000,16.7,0.094119247,NA,NA,1.01,0.31,0.12,17,50,23
Sole,2011,Marine,Lean,612135000,1128134000,NA,1003078800,NA,63285100,16.7,0.094119247,NA,NA,1.01,0.31,0.12,17,50,23
Sole,2012,Marine,Lean,308554000,1052014000,218617213,912290175,NA,63705000,16.7,0.094119247,NA,NA,1.01,0.31,0.12,17,50,23
Sole,2010,Marine,Lean,433704000,1116462000,465044651,1017304785,NA,62759500,16.7,0.094119247,NA,NA,1.01,0.31,0.12,17,50,23
Sole,2014,Marine,Lean,190885000,837885000,544186499,1056471120,NA,64596800,16.7,0.094119247,NA,NA,1.01,0.31,0.12,17,50,23
Sprat,2020,Marine,Oily,1855878000,483458000,NA,NA,NA,67081000,12.4,2.56,150,18.7,7,0.9,0.8,47,10,6
Sprat,2011,Marine,Oily,295953000,2261061000,568251672,NA,NA,63285100,12.4,2.56,150,18.7,7,0.9,0.8,47,10,6
Sprat,2009,Marine,Oily,1106738000,219593000,NA,NA,NA,62260500,12.4,2.56,150,18.7,7,0.9,0.8,47,10,6
Sprat,2013,Marine,Oily,129494000,3551976000,NA,NA,NA,64105700,12.4,2.56,150,18.7,7,0.9,0.8,47,10,6
Sprat,2016,Marine,Oily,139287000,1076872000,NA,NA,NA,65648100,12.4,2.56,150,18.7,7,0.9,0.8,47,10,6
Sprat,2010,Marine,Oily,94005000,1957368000,1056833881,NA,NA,62759500,12.4,2.56,150,18.7,7,0.9,0.8,47,10,6
Sprat,2014,Marine,Oily,93234000,2833042000,1009354928,NA,NA,64596800,12.4,2.56,150,18.7,7,0.9,0.8,47,10,6
Sprat,2015,Marine,Oily,311926000,1590390000,NA,NA,NA,65110000,12.4,2.56,150,18.7,7,0.9,0.8,47,10,6
Sprat,2019,Marine,Oily,2735921000,608423000,NA,NA,NA,66796800,12.4,2.56,150,18.7,7,0.9,0.8,47,10,6
Sprat,2018,Marine,Oily,851175000,440370000,2312765323,NA,NA,66435600,12.4,2.56,150,18.7,7,0.9,0.8,47,10,6
Sprat,2012,Marine,Oily,72493000,1963867000,NA,NA,NA,63705000,12.4,2.56,150,18.7,7,0.9,0.8,47,10,6
Sprat,2017,Marine,Oily,240961000,1047808000,597566963,NA,NA,66040200,12.4,2.56,150,18.7,7,0.9,0.8,47,10,6
Squid,2012,Molluscs,Other,7969023000,2184400000,1626964464,6049799840,NA,63705000,15.4,0.59,15,0,3,1.1,0.5,13,66,50
Squid,2015,Molluscs,Other,6108964000,3147075000,1102146156,4996180400,NA,65110000,15.4,0.59,15,0,3,1.1,0.5,13,66,50
Squid,2019,Molluscs,Other,3514745000,3453871000,2901313436,5788471120,NA,66796800,15.4,0.59,15,0,3,1.1,0.5,13,66,50
Squid,2009,Molluscs,Other,5709326000,1565956000,2498664929,4333002560,NA,62260500,15.4,0.59,15,0,3,1.1,0.5,13,66,50
Squid,2011,Molluscs,Other,8043850000,2820364000,1837810778,3725815040,NA,63285100,15.4,0.59,15,0,3,1.1,0.5,13,66,50
Squid,2018,Molluscs,Other,3206064000,3066978000,2565625192,6251622080,NA,66435600,15.4,0.59,15,0,3,1.1,0.5,13,66,50
Squid,2014,Molluscs,Other,6812439000,2686183000,2371748127,5489787200,NA,64596800,15.4,0.59,15,0,3,1.1,0.5,13,66,50
Squid,2017,Molluscs,Other,4794794000,3208735000,1720463821,6753559280,NA,66040200,15.4,0.59,15,0,3,1.1,0.5,13,66,50
Squid,2013,Molluscs,Other,8022550000,2782574000,970322713,3186167440,NA,64105700,15.4,0.59,15,0,3,1.1,0.5,13,66,50
Squid,2010,Molluscs,Other,7227765000,2861771000,1144331491,6625716080,NA,62759500,15.4,0.59,15,0,3,1.1,0.5,13,66,50
Squid,2020,Molluscs,Other,2468124000,2116239000,2081517118,3479812400,NA,67081000,15.4,0.59,15,0,3,1.1,0.5,13,66,50
Squid,2016,Molluscs,Other,5638025000,2829084000,2648116401,3738871840,NA,65648100,15.4,0.59,15,0,3,1.1,0.5,13,66,50
Trout,2010,Diadromous,Oily,282977000,926265000,7120246709,6094433000,NA,62759500,19.9,1.026,25,7.89,2.84,0.47,0.28,21,19,5
Trout,2012,Diadromous,Oily,679206000,1166430000,5392020796,5665236670,NA,63705000,19.9,1.026,25,7.89,2.84,0.47,0.28,21,19,5
Trout,2016,Diadromous,Oily,2424138000,6470126000,2280283159,6072359380,NA,65648100,19.9,1.026,25,7.89,2.84,0.47,0.28,21,19,5
Trout,2013,Diadromous,Oily,960606000,1048243000,7006868153,5499959720,NA,64105700,19.9,1.026,25,7.89,2.84,0.47,0.28,21,19,5
Trout,2009,Diadromous,Oily,727035000,1042354000,8518799531,6677900000,NA,62260500,19.9,1.026,25,7.89,2.84,0.47,0.28,21,19,5
Trout,2011,Diadromous,Oily,370382000,1641383000,3715406553,5451884000,NA,63285100,19.9,1.026,25,7.89,2.84,0.47,0.28,21,19,5
Trout,2019,Diadromous,Oily,1149149000,10807569000,1917088331,5589959150,NA,66796800,19.9,1.026,25,7.89,2.84,0.47,0.28,21,19,5
Trout,2020,Diadromous,Oily,820211000,6893320000,3179044326,5432929170,NA,67081000,19.9,1.026,25,7.89,2.84,0.47,0.28,21,19,5
Trout,2015,Diadromous,Oily,817394000,2926860000,7270063255,6517901300,NA,65110000,19.9,1.026,25,7.89,2.84,0.47,0.28,21,19,5
Trout,2014,Diadromous,Oily,549761000,1868517000,5178296646,5588153150,NA,64596800,19.9,1.026,25,7.89,2.84,0.47,0.28,21,19,5
Trout,2017,Diadromous,Oily,2213450000,6400972000,3530574710,5725607380,NA,66040200,19.9,1.026,25,7.89,2.84,0.47,0.28,21,19,5
Trout,2018,Diadromous,Oily,1337415000,5062252000,6863512028,5193669860,NA,66435600,19.9,1.026,25,7.89,2.84,0.47,0.28,21,19,5
Tuna,2015,Marine,Oily,1.17E+11,5221536000,64452155473,NA,NA,65110000,25.2,0.082995816,76,3.2,2.21,0.39,0.72,4,93,18
Tuna,2010,Marine,Oily,1.11E+11,6733133000,75722044216,NA,NA,62759500,25.2,0.082995816,76,3.2,2.21,0.39,0.72,4,93,18
Tuna,2017,Marine,Oily,1.13E+11,4648864000,69778103635,NA,NA,66040200,25.2,0.082995816,76,3.2,2.21,0.39,0.72,4,93,18
Tuna,2018,Marine,Oily,1.09E+11,7965972000,75842213764,NA,NA,66435600,25.2,0.082995816,76,3.2,2.21,0.39,0.72,4,93,18
Tuna,2014,Marine,Oily,1.11E+11,6094149000,63602514112,NA,NA,64596800,25.2,0.082995816,76,3.2,2.21,0.39,0.72,4,93,18
Tuna,2012,Marine,Oily,1.11E+11,7621774000,67675428437,NA,NA,63705000,25.2,0.082995816,76,3.2,2.21,0.39,0.72,4,93,18
Tuna,2016,Marine,Oily,1.21E+11,5446286000,82094666366,NA,NA,65648100,25.2,0.082995816,76,3.2,2.21,0.39,0.72,4,93,18
Tuna,2013,Marine,Oily,1.22E+11,6660490000,67147031502,NA,NA,64105700,25.2,0.082995816,76,3.2,2.21,0.39,0.72,4,93,18
Tuna,2019,Marine,Oily,1.09E+11,4615649000,82581264852,NA,NA,66796800,25.2,0.082995816,76,3.2,2.21,0.39,0.72,4,93,18
Tuna,2009,Marine,Oily,1.19E+11,8961054000,67886653155,NA,NA,62260500,25.2,0.082995816,76,3.2,2.21,0.39,0.72,4,93,18
Tuna,2020,Marine,Oily,1.04E+11,4840551000,64770867106,NA,NA,67081000,25.2,0.082995816,76,3.2,2.21,0.39,0.72,4,93,18
Tuna,2011,Marine,Oily,1.19E+11,4234196000,65025403890,NA,NA,63285100,25.2,0.082995816,76,3.2,2.21,0.39,0.72,4,93,18
Turbot,2017,Marine,Lean,103013000,258031000,NA,415357380,NA,66040200,15.9,0.49,4,1.7,0.8,0.6,0.2,16,30,35
Turbot,2011,Marine,Lean,NA,NA,NA,347644260,NA,63285100,15.9,0.49,4,1.7,0.8,0.6,0.2,16,30,35
Turbot,2020,Marine,Lean,83146000,237426000,NA,326573595,NA,67081000,15.9,0.49,4,1.7,0.8,0.6,0.2,16,30,35
Turbot,2013,Marine,Lean,98896000,179124000,NA,336917880,NA,64105700,15.9,0.49,4,1.7,0.8,0.6,0.2,16,30,35
Turbot,2018,Marine,Lean,117029000,394397000,NA,355521420,NA,66435600,15.9,0.49,4,1.7,0.8,0.6,0.2,16,30,35
Turbot,2015,Marine,Lean,137390000,267798000,NA,355559535,NA,65110000,15.9,0.49,4,1.7,0.8,0.6,0.2,16,30,35
Turbot,2012,Marine,Lean,105879000,256285000,NA,341778330,NA,63705000,15.9,0.49,4,1.7,0.8,0.6,0.2,16,30,35
Turbot,2016,Marine,Lean,135655000,270118000,NA,392750685,NA,65648100,15.9,0.49,4,1.7,0.8,0.6,0.2,16,30,35
Turbot,2009,Marine,Lean,NA,NA,NA,307468710,NA,62260500,15.9,0.49,4,1.7,0.8,0.6,0.2,16,30,35
Turbot,2010,Marine,Lean,NA,NA,NA,328523490,NA,62759500,15.9,0.49,4,1.7,0.8,0.6,0.2,16,30,35
Turbot,2019,Marine,Lean,152342000,352612000,NA,360048105,NA,66796800,15.9,0.49,4,1.7,0.8,0.6,0.2,16,30,35
Turbot,2014,Marine,Lean,220002000,277970000,NA,378119565,NA,64596800,15.9,0.49,4,1.7,0.8,0.6,0.2,16,30,35
Whiting,2020,Marine,Lean,773308000,3774279000,NA,6620700050,NA,67081000,18.3,0.26,3,0.7,0.8,0.5,0.3,50,25,278
Whiting,2014,Marine,Lean,2463577000,4117368000,NA,5910577200,NA,64596800,18.3,0.26,3,0.7,0.8,0.5,0.3,50,25,278
Whiting,2012,Marine,Lean,589879000,1839658000,1039479194,5569447950,NA,63705000,18.3,0.26,3,0.7,0.8,0.5,0.3,50,25,278
Whiting,2010,Marine,Lean,1582593000,1894339000,113918457,4614106100,NA,62759500,18.3,0.26,3,0.7,0.8,0.5,0.3,50,25,278
Whiting,2013,Marine,Lean,1451001000,3340244000,NA,6344279100,NA,64105700,18.3,0.26,3,0.7,0.8,0.5,0.3,50,25,278
Whiting,2009,Marine,Lean,1320946000,3090809000,826303880,5121695000,NA,62260500,18.3,0.26,3,0.7,0.8,0.5,0.3,50,25,278
Whiting,2017,Marine,Lean,2582770000,2319182000,408798325,5183909050,NA,66040200,18.3,0.26,3,0.7,0.8,0.5,0.3,50,25,278
Whiting,2019,Marine,Lean,823532000,2683152000,473576489,6442532050,NA,66796800,18.3,0.26,3,0.7,0.8,0.5,0.3,50,25,278
Whiting,2011,Marine,Lean,1181534000,1520980000,858281422,4996918000,NA,63285100,18.3,0.26,3,0.7,0.8,0.5,0.3,50,25,278
Whiting,2015,Marine,Lean,2155295000,2132812000,NA,5699026800,NA,65110000,18.3,0.26,3,0.7,0.8,0.5,0.3,50,25,278
Whiting,2018,Marine,Lean,1622122000,2184489000,NA,5887532200,NA,66435600,18.3,0.26,3,0.7,0.8,0.5,0.3,50,25,278
Whiting,2016,Marine,Lean,2374408000,2223332000,NA,5348259600,NA,65648100,18.3,0.26,3,0.7,0.8,0.5,0.3,50,25,278
Winkle,2017,Molluscs,Shellfish,NA,NA,336657444,NA,NA,66040200,15.2,0.16,30,0,0.5,1,3.5,10,27,NA
Winkle,2011,Molluscs,Shellfish,NA,NA,464933186,NA,NA,63285100,15.2,0.16,30,0,0.5,1,3.5,10,27,NA
